framenr,timecode,total_num_of_tracked_features,total_total_horizontal_velocity,total_total_vertical_velocity,total_length_sum_vvec,total_length_sum_avec,grosshead_num_of_tracked_features,grosshead_total_horizontal_velocity,grosshead_total_vertical_velocity,grosshead_length_sum_vvec,grosshead_length_sum_avec,grosslefthand_num_of_tracked_features,grosslefthand_total_horizontal_velocity,grosslefthand_total_vertical_velocity,grosslefthand_length_sum_vvec,grosslefthand_length_sum_avec,grossrighthand_num_of_tracked_features,grossrighthand_total_horizontal_velocity,grossrighthand_total_vertical_velocity,grossrighthand_length_sum_vvec,grossrighthand_length_sum_avec,nethead_num_of_tracked_features,nethead_total_horizontal_velocity,nethead_total_vertical_velocity,nethead_length_sum_vvec,nethead_length_sum_avec,netlefthand_num_of_tracked_features,netlefthand_total_horizontal_velocity,netlefthand_total_vertical_velocity,netlefthand_length_sum_vvec,netlefthand_length_sum_avec,netrighthand_num_of_tracked_features,netrighthand_total_horizontal_velocity,netrighthand_total_vertical_velocity,netrighthand_length_sum_vvec,netrighthand_length_sum_avec,overlapping_left_hand_head,overlapping_right_hand_head,overlapping_left_right_hand,head_x_velocity,head_y_velocity,head_velocity_magnitude,lefthand_x_velocity,lefthand_y_velocity,lefthand_velocity_magnitude,righthand_x_velocity,righthand_y_velocity,righthand_velocity_magnitude,orientation_head_theta,orientation_head_omega,orientation_lefthand_theta,orientation_lefthand_omega,orientation_righthand_theta,orientation_righthand_omega,lefthand_x_position,lefthand_y_position,righthand_x_position,righthand_y_position,nose_x_position,nose_y_position,lefthand_x_position_hum,lefthand_y_position_hum,righthand_x_position_hum,righthand_y_position_hum,nose_x_position_hum,nose_y_position_hum,lefthand_x_position_hand,lefthand_y_position_hand,righthand_x_position_hand,righthand_y_position_hand,handcenter_x_position_hum,handcenter_y_position_hum,leftshoulder_x_position,leftshoulder_y_position,rightshoulder_x_position,rightshoulder_y_position,neck_x_position,neck_y_position
10,400,325,-29.267471313476562,-6.5125904083251953,29.983307204372615,12.331859868000695,325,-29.267471313476562,-6.5125904083251953,29.983307204372615,12.331859868000695,325,-29.267471313476562,-6.5125904083251953,29.983307204372615,12.331859868000695,325,-29.267471313476562,-6.5125904083251953,29.983307204372615,12.331859868000695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3632,2962,2870,0.14630113377225484,0.3458697159308457,0.37553945483947637,-1.1663559864195747,-0.25680710714937049,1.1942931705989144,5.014433384779835,-3.4495406097636874,6.086367766476438,2.4726860403940023,-0.023462325617253921,2.0178684183544977,-0.025782643207496236,1.4148624832581931,0.0027170613021471057,349.98810337855053,154.27601946471947,373.64669691062369,148.72535992567205,-1,-1,-0.063477226199438311,-0.28628350946000197,0.024801107875461526,-0.30699492565047742,-1.3731343283582089,-0.86567164179104472,-0.044139167037449918,0.010355708095237726,0.044139167037449918,-0.010355708095237726,-0.019338059161988393,-0.2966392175552397,238,275,506,274,367,231
11,440,328,-22.236953735351562,-3.6904430389404297,22.541106477984385,14.822878052737392,328,-22.236953735351562,-3.6904430389404297,22.541106477984385,14.822878052737392,328,-22.236953735351562,-3.6904430389404297,22.541106477984385,14.822878052737392,328,-22.236953735351562,-3.6904430389404297,22.541106477984385,14.822878052737392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3423,3590,3142,2.1195036456965681,-1.8798930677185268,2.8330714163566753,-0.66211721387176681,-0.12160963793996871,0.67319247540744331,4.5996776908881714,-1.3937070554298856,4.806189157368796,2.3254764227969189,-0.06352472506358664,1.9979201769518304,-0.0060270545618572591,1.4071085631279754,0.003907809118465333,349.01837537003399,154.29554006484119,383.90738290114274,141.66655240048323,-1,-1,-0.06709561429091794,-0.28621067139984629,0.063087249631129619,-0.33333375969968942,-1.3731343283582089,-0.86567164179104472,-0.06509143196102378,0.023561544149921565,0.06509143196102378,-0.023561544149921565,-0.0020041823298941608,-0.30977221554976786,238,275,506,274,367,231
12,480,335,-11.378494262695312,10.719562530517578,15.632631017581991,22.346370263719116,335,-11.378494262695312,10.719562530517578,15.632631017581991,22.346370263719116,335,-11.378494262695312,10.719562530517578,15.632631017581991,22.346370263719116,335,-11.378494262695312,10.719562530517578,15.632631017581991,22.346370263719116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3575,3349,2907,-3.2575583864268367,1.7969941605456441,3.7203325999183137,1.1693953614907002,1.260320378981703,1.7192710574986565,-5.6928644081890241,3.4063469209871471,6.6341468566910677,2.345636590266829,0.098292986550510886,2.0058143092307832,-0.016416591517715462,1.4226781014951237,0.027915813571564363,348.663868950807,154.03280018883953,382.84605229240003,145.93794581481228,-1,-1,-0.068418399437287308,-0.28719104407149426,0.059127060792537427,-0.31739572457159598,-1.3731343283582089,-0.86567164179104472,-0.063772730114912371,0.015102340250050861,0.063772730114912371,-0.015102340250050861,-0.0046456693223749408,-0.30229338432154512,238,275,506,274,367,231
13,520,335,1.77227783203125,6.9279956817626953,7.1510903280850773,25.144699733451795,335,1.77227783203125,6.9279956817626953,7.1510903280850773,25.144699733451795,335,1.77227783203125,6.9279956817626953,7.1510903280850773,25.144699733451795,335,1.77227783203125,6.9279956817626953,7.1510903280850773,25.144699733451795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3581,2829,2722,-3.1961075211170851,8.3359542177819534,8.9276668848864382,0.46015813934002381,0.61753042091363852,0.77012293431285916,0.19341223722901191,-0.96064188052237398,0.97991893344474912,2.5220623958979407,0.11555759123822007,1.9650869939163995,0.0046658472406804208,1.4629401902711041,-0.008936324312727506,351.35716609301539,156.8161808228046,372.52165408476469,148.47924624245752,-1,-1,-0.058368783235017187,-0.27680529543729626,0.02060318688345034,-0.30791326028933763,-1.3731343283582089,-0.86567164179104472,-0.039485985059233765,0.015553982426020685,0.039485985059233758,-0.015553982426020685,-0.018882798175783422,-0.29235927786331695,238,275,506,274,367,231
14,560,336,8.446075439453125,-7.8518333435058594,11.532019648922027,7.0927840418214725,336,8.446075439453125,-7.8518333435058594,11.532019648922027,7.0927840418214725,336,8.446075439453125,-7.8518333435058594,11.532019648922027,7.0927840418214725,336,8.446075439453125,-7.8518333435058594,11.532019648922027,7.0927840418214725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3116,3332,2975,1.5246894825329775,-0.81714516724299813,1.7298567115501984,-1.2744687251905304,-1.4541107802457702,1.9335740722081838,-0.0042845785051497387,-0.63097901138068835,0.63099355814137881,2.5767517727432692,-0.05250002740245252,2.015146003712144,0.003679750814924776,1.4048054528696687,-0.0039466777207728398,349.58418522948705,155.26786103066681,383.23287676685806,144.01666205376753,-1,-1,-0.064984383472063256,-0.28258260809452684,0.060570435697231549,-0.32456469382922559,-1.3731343283582089,-0.86567164179104472,-0.062777409584647406,0.020991042867349374,0.062777409584647406,-0.020991042867349374,-0.0022069738874158536,-0.30357365096187622,238,275,506,274,367,231
15,600,345,15.379547119140625,-14.732036590576172,21.297027297159147,12.84707725213352,345,15.379547119140625,-14.732036590576172,21.297027297159147,12.84707725213352,345,15.379547119140625,-14.732036590576172,21.297027297159147,12.84707725213352,345,15.379547119140625,-14.732036590576172,21.297027297159147,12.84707725213352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3391,2912,2620,-1.5011214412178333,-0.81647291791835386,1.7087988784459147,-0.039052222126144898,-0.86598667114661509,0.86686676638142346,0.83844017877797228,5.6032898757056415,5.6656720135015384,2.4170623410930356,0.049244306108101599,1.9724464955462491,-0.062623362494125923,1.4550468348295584,0.11219503608039394,348.80822864263433,153.90795926231306,372.51308492775439,147.21728821969614,-1,-1,-0.067879743870767409,-0.28765686842420501,0.020571212416993997,-0.31262205888173078,-1.3731343283582089,-0.86567164179104472,-0.044225478143880705,0.012482595228762883,0.044225478143880698,-0.012482595228762883,-0.023654265726886704,-0.3001394636529679,238,275,506,274,367,231
16,640,347,14.58258056640625,-10.655336380004883,18.060671342637981,20.954320491769426,347,14.58258056640625,-10.655336380004883,18.060671342637981,20.954320491769426,347,14.58258056640625,-10.655336380004883,18.060671342637981,20.954320491769426,347,14.58258056640625,-10.655336380004883,18.060671342637981,20.954320491769426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3004,2376,3187,-2.0705817546080709,1.6427488483771597,2.6430914818371916,-2.9901280193413413,2.4617295476570007,3.8731095953842711,5.093376059565486,-0.21378418679559275,5.0978606652868308,2.6752403849594724,0.0392320885660149,1.8898992787238922,0.0714697124654462,1.6291955250304566,-0.036234054699411655,349.50608078523476,153.53588768837358,384.909757124414,155.22324180517882,-1,-1,-0.065275817965541952,-0.28904519519263588,0.06682745195676866,-0.28274909774187007,-1.3731343283582089,-0.86567164179104472,-0.066051634961155306,-0.0031480487253829348,0.066051634961155306,0.0031480487253828793,0.00077581699561335427,-0.28589714646725295,238,275,506,274,367,231
17,680,352,17.168182373046875,-17.549592971801758,24.550655784929884,34.832947310746846,352,17.168182373046875,-17.549592971801758,24.550655784929884,34.832947310746846,352,17.168182373046875,-17.549592971801758,24.550655784929884,34.832947310746846,352,17.168182373046875,-17.549592971801758,24.550655784929884,34.832947310746846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3571,3339,2652,3.0676593758340402,-7.0187140638057883,7.6598225276835006,-3.1099240588397663,3.6665680785638131,4.8078424606567065,-5.6632118955403428,-3.7366209025894221,6.7848584910414917,2.4955265182250654,-0.12070373219710673,2.1153859204771415,0.098901994146976646,1.3825787254307351,-0.089318693930041326,342.82797260395165,158.83141835762706,382.69983704688536,146.78971984610496,-1,-1,-0.090194132074807268,-0.26928575239691394,0.058581481518228964,-0.31421746326080241,-1.3731343283582089,-0.86567164179104472,-0.074387806796518116,0.022465855431944237,0.074387806796518116,-0.022465855431944237,-0.015806325278289152,-0.29175160782885817,238,275,506,274,367,231
18,720,357,43.881881713867188,-72.468276977539062,84.718774252482845,88.162436034838905,357,43.881881713867188,-72.468276977539062,84.718774252482845,88.162436034838905,357,43.881881713867188,-72.468276977539062,84.718774252482845,88.162436034838905,357,43.881881713867188,-72.468276977539062,84.718774252482845,88.162436034838905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3407,2877,2193,1.9898690631639511,-1.6755354307269172,2.6013453957823858,4.1084313440563847,-2.4273859076637194,4.7719399046456328,0.17329724344239139,1.9870992916090984,1.9946417044918399,2.4338329205652589,-0.034366210575050626,2.0877032670178455,-0.06855906331980155,1.450558137170374,0.0051876630073054431,343.28623266755523,160.8690238455012,373.58333333333331,147.74999999999997,-1,-1,-0.088484206464346168,-0.26168274684514475,0.024564676616915353,-0.31063432835820903,-1.3731343283582089,-0.86567164179104472,-0.056524441540630757,0.024475790756532112,0.056524441540630764,-0.024475790756532168,-0.031959764923715411,-0.28615853760167687,238,275,506,274,367,231
19,760,357,118.81536865234375,-122.29582214355469,170.50911981990967,117.31948322374323,357,118.81536865234375,-122.29582214355469,170.50911981990967,117.31948322374323,357,118.81536865234375,-122.29582214355469,170.50911981990967,117.31948322374323,357,118.81536865234375,-122.29582214355469,170.50911981990967,117.31948322374323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3432,2956,2625,2.6942160199619138,-1.673887170293213,3.1718603722565777,5.3567722984039392,-2.9636118514105334,6.1219281817715556,-0.33333333333334281,-0.58333333333334281,0.67185481235822542,2.4267940970749642,-0.061218763602647774,1.9782677938375384,0.0049332759325919628,1.392954051445346,-0.0017199262095880519,351.04483529206442,153.97664654229962,383.04643153377015,150.76391842932316,-1,-1,-0.059534196671401418,-0.28740057260335961,0.059874744528993079,-0.29938836406968972,-1.3731343283582089,-0.86567164179104472,-0.059704470600197249,0.0059938957331650555,0.059704470600197249,-0.0059938957331650555,0.00017027392879583048,-0.29339446833652466,238,275,506,274,367,231
20,800,357,230.51126098632812,-85.740814208984375,245.94090481806123,142.8172948291008,357,230.51126098632812,-85.740814208984375,245.94090481806123,142.8172948291008,357,230.51126098632812,-85.740814208984375,245.94090481806123,142.8172948291008,357,230.51126098632812,-85.740814208984375,245.94090481806123,142.8172948291008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3709,2877,2884,-1.1330006309598559,-2.311246252609493,2.5740143103636499,-0.033870590191099836,0.042871565836449577,0.054636874335584562,1.5293897404447421,-0.74695333961881261,1.7020494322273172,2.3113953933599634,0.042560759093711376,2.0975698188830294,-0.002568582267066466,1.4471182847511979,0.009820402904050396,353.9997772643631,154.94180014268014,372.91666666666663,146.58333333333329,-1,-1,-0.048508293789689912,-0.28379925319895472,0.022077114427860554,-0.31498756218905488,-1.3731343283582089,-0.86567164179104472,-0.035292704108775233,0.015594154495050083,0.035292704108775233,-0.015594154495050083,-0.013215589680914679,-0.2993934076940048,238,275,506,274,367,231
21,840,354,307.0166015625,7.9012126922607422,307.1182553952064,109.13985095207005,354,307.0166015625,7.9012126922607422,307.1182553952064,109.13985095207005,354,307.0166015625,7.9012126922607422,307.1182553952064,109.13985095207005,354,307.0166015625,7.9012126922607422,307.1182553952064,109.13985095207005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3124,2633,2390,6.136477144715144,28.180497660448353,28.840887644768259,-21.259097129969604,162.13377389303275,163.5215883226999,-7.9619102609279366,159.15849243834384,159.357515449537,2.5119156152623869,-0.34454221822071818,1.9731306293034054,-0.032361654644773807,1.4125948572534468,-0.16945143141490315,350.97709411168222,154.06238967397252,386.10521101465963,149.27001175008553,-1,-1,-0.05978696226984246,-0.28708063554487867,0.071288100800968771,-0.30496264272356144,-1.3731343283582089,-0.86567164179104472,-0.065537531535405619,0.0089410035893414119,0.065537531535405619,-0.0089410035893413564,0.0057505692655631553,-0.29602163913422008,238,275,506,274,367,231
22,880,346,309.92694091796875,65.647239685058594,316.80320198040556,52.982132205918198,346,309.92694091796875,65.647239685058594,316.80320198040556,52.982132205918198,0,0,0,0,0,0,0,0,0,0,346,309.92694091796875,65.647239685058594,316.80320198040556,52.982132205918198,0,0,0,0,0,0,0,0,0,0,3907,2996,2347,8.5761301423739553,31.301725634382244,32.455323691331095,-13.521657870706321,85.185140758540143,86.251628608535455,-9.1565295033104235,87.709713114191828,88.186369735457575,1.622310956918527,-0.44927646304874191,2.0328465095934818,-0.11274662877794128,1.1082154219213916,-0.31656355089908561,311.4815830044239,479.20934792874561,356.99284614481076,464.900318210021,-1,-1,-0.20715827237155263,0.92615428331621497,-0.037340126325332998,0.8727623813806753,-1.3731343283582089,-0.86567164179104472,-0.084909073023109821,0.026695950967769888,0.084909073023109807,-0.026695950967769777,-0.12224919934844281,0.89945833234844508,238,275,506,274,367,231
23,920,362,249.45515441894531,89.692245483398438,265.08974511669453,67.335519091444709,349,249.45515441894531,89.692245483398438,265.08974511669453,67.335519091444709,13,0,0,0,0,13,0,0,0,0,349,249.45515441894531,89.692245483398438,265.08974511669453,67.335519091444709,0,0,0,0,0,0,0,0,0,0,2975,4127,2868,0.71215508191227173,0.77613152046465927,1.0533494186414394,5.5938778749276139,-107.42855085649211,107.57409078772415,-4.0485042981362938,4.4452372711390353,6.0125303698818575,1.6133626891649031,0.044529012046834349,1.7476373717475229,-0.15180092710243742,0.77946775545527558,0.15566155147812766,323.93377837026958,324.4326711910528,367.79215200803878,324.68943797846919,-1,-1,-0.16069485682735232,0.34862937011586864,0.0029557910747715806,0.34958745514354173,-1.3731343283582089,-0.86567164179104472,-0.081825323951061957,-0.00047904251383651397,0.081825323951061943,0.00047904251383656948,-0.078869532876290366,0.34910841262970516,238,275,506,274,367,231
