framenr,timecode,total_num_of_tracked_features,total_total_horizontal_velocity,total_total_vertical_velocity,total_length_sum_vvec,total_length_sum_avec,grosshead_num_of_tracked_features,grosshead_total_horizontal_velocity,grosshead_total_vertical_velocity,grosshead_length_sum_vvec,grosshead_length_sum_avec,grosslefthand_num_of_tracked_features,grosslefthand_total_horizontal_velocity,grosslefthand_total_vertical_velocity,grosslefthand_length_sum_vvec,grosslefthand_length_sum_avec,grossrighthand_num_of_tracked_features,grossrighthand_total_horizontal_velocity,grossrighthand_total_vertical_velocity,grossrighthand_length_sum_vvec,grossrighthand_length_sum_avec,nethead_num_of_tracked_features,nethead_total_horizontal_velocity,nethead_total_vertical_velocity,nethead_length_sum_vvec,nethead_length_sum_avec,netlefthand_num_of_tracked_features,netlefthand_total_horizontal_velocity,netlefthand_total_vertical_velocity,netlefthand_length_sum_vvec,netlefthand_length_sum_avec,netrighthand_num_of_tracked_features,netrighthand_total_horizontal_velocity,netrighthand_total_vertical_velocity,netrighthand_length_sum_vvec,netrighthand_length_sum_avec,overlapping_left_hand_head,overlapping_right_hand_head,overlapping_left_right_hand,head_x_velocity,head_y_velocity,head_velocity_magnitude,lefthand_x_velocity,lefthand_y_velocity,lefthand_velocity_magnitude,righthand_x_velocity,righthand_y_velocity,righthand_velocity_magnitude,orientation_head_theta,orientation_head_omega,orientation_lefthand_theta,orientation_lefthand_omega,orientation_righthand_theta,orientation_righthand_omega,lefthand_x_position,lefthand_y_position,righthand_x_position,righthand_y_position,nose_x_position,nose_y_position,lefthand_x_position_hum,lefthand_y_position_hum,righthand_x_position_hum,righthand_y_position_hum,nose_x_position_hum,nose_y_position_hum,lefthand_x_position_hand,lefthand_y_position_hand,righthand_x_position_hand,righthand_y_position_hand,handcenter_x_position_hum,handcenter_y_position_hum,leftshoulder_x_position,leftshoulder_y_position,rightshoulder_x_position,rightshoulder_y_position,neck_x_position,neck_y_position
17,680,366,-5.2194061279296875,-8.4167556762695312,9.9037354792161807,1.9982160676668574,363,-5.1017303466796875,-8.5562210083007812,9.9617553911507031,2.0069644371860376,3,-0.11767578125,0.13946533203125,0.18247785709883996,0.034487455827602459,3,-0.11767578125,0.13946533203125,0.18247785709883996,0.034487455827602459,363,-5.1017303466796875,-8.5562210083007812,9.9617553911507031,2.0069644371860376,0,0,0,0,0,0,0,0,0,0,0,0,1,0.093058156695065009,-3.7736668427626299,3.7748140696852288,1.4394594536952638,-1.5294870300280081,2.1003271397228964,0.57355593673122485,-1.736915238634765,1.829164005430157,1.6039367626023582,-0.0069577520653778535,-1.7600000996098748,-1.3130609919261054,-0.74263937798304858,1.5105675539038703,400.00435155793502,522.1927782399257,399.08333333333331,523,-1,-1,0.12315056551468292,1.0865402173131555,0.11971393034825864,1.0895522388059702,-1.3731343283582089,-0.86567164179104472,0.0017183175832121422,-0.0015060107464073269,-0.0017183175832121422,0.0015060107464073269,0.12143224793147078,1.0880462280595629,238,275,506,274,367,231
18,720,371,0.5995941162109375,-7.2780094146728516,7.3026662353048453,11.364559930596526,368,0.6517791748046875,-7.4036808013916016,7.4323149490319409,11.266055704708087,3,-0.05218505859375,0.12567138671875,0.13607563257338448,0.10038938113380826,3,-0.05218505859375,0.12567138671875,0.13607563257338448,0.10038938113380826,368,0.6517791748046875,-7.4036808013916016,7.4323149490319409,11.266055704708087,0,0,0,0,0,0,0,0,0,0,0,0,2,0.2158404062194279,-0.33282947267993279,0.39668947407433158,-4.4856580221891136,-0.9029458161404591,4.5756353699694108,-2.3333333333333428,-0.16666666666674246,2.3392781412697148,1.591899382273924,0.0038385952491236663,0.23336295783523728,0.074001519318307785,1.403459033561502,-0.49494642309726827,392.38776851868568,521.93693979131808,392.80854160455567,520.34633240078438,-1,-1,0.094730479547334601,1.0855855962362615,0.096300528375207722,1.0796504940327776,-1.3731343283582089,-0.86567164179104472,-0.00078502441393656086,0.0029675511017419609,0.00078502441393656086,-0.0029675511017419609,0.095515503961271161,1.0826180451345195,238,275,506,274,367,231
19,760,372,10.989151000976562,-6.1993827819824219,12.617202011531887,9.4670357198160815,369,10.996246337890625,-6.2988700866699219,12.672537152927118,9.4823526515733452,3,-0.0070953369140625,0.0994873046875,0.09973999999953638,0.039792862353243967,3,-0.0070953369140625,0.0994873046875,0.09973999999953638,0.039792862353243967,369,10.996246337890625,-6.2988700866699219,12.672537152927118,9.4823526515733452,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1154314936076446,3.5078439979254128,3.5097427175646132,-0.31888425934283759,1.3231967710075878,1.3610793017534051,1.6373958643888216,2.0351671329411261,2.612081636496344,1.6116139531006055,0.00076440303857516767,-1.6119970609732592,0.36789302091282278,-1.7325322241775851,-0.64994033271190055,391.0330355135568,520.38688660764478,394.41666666666663,522.66666666666652,-1,-1,0.08967550564759999,1.079801815700167,0.10230099502487548,1.0883084577114421,-1.3731343283582089,-0.86567164179104472,-0.0063127446886377392,-0.0042533210056376891,0.0063127446886377531,0.0042533210056374671,0.095988250336237729,1.0840551367058047,238,275,506,274,367,231
20,800,373,17.928070068359375,-4.1584644317626953,18.404035503286739,5.3027804599475301,370,17.932846069335938,-4.2348804473876953,18.426100524803505,5.2942757291626741,3,-0.0047760009765625,0.076416015625,0.076565120187513394,0.015782988046550352,3,-0.0047760009765625,0.076416015625,0.076565120187513394,0.015782988046550352,370,17.932846069335938,-4.2348804473876953,18.426100524803505,5.2942757291626741,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0017242603739475726,0.56395608489818017,0.56395872080101794,0.3843853511151849,1.8385690194550079,1.8783205630167854,0.65206778785110941,0.2762334606618424,0.70816475818996882,1.5934281883510744,-0.0031404698324019042,0.96914899966088286,-0.065027545250299412,0.10357836813770091,2.3008282850848047,391.75,524.58333333333326,396.08333333333331,524.41666666666663,-1,-1,0.092350746268656719,1.0954601990049748,0.10851990049751237,1.0948383084577114,-1.3731343283582089,-0.86567164179104472,-0.0080845771144278239,0.00031094527363162427,0.0080845771144278239,-0.00031094527363184632,0.10043532338308454,1.0951492537313432,238,275,506,274,367,231
21,840,376,27.862167358398438,-6.8031997680664062,28.680723439125838,16.938365323230169,373,27.820571899414062,-6.8864822387695312,28.660213858855897,16.878031589678582,3,0.041595458984375,0.083282470703125,0.093092170103278277,0.081636204211994051,3,0.041595458984375,0.083282470703125,0.093092170103278277,0.081636204211994051,373,27.820571899414062,-6.8864822387695312,28.660213858855897,16.878031589678582,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.47991003243549812,0.078371621236556166,0.48626715933474995,1.9583333333333144,-0.95833333333331439,2.1802459086584962,-0.41666666666671404,-0.95833333333331439,1.0449946836653725,1.6053330134358017,0.0032489527496535331,-1.7420521514738581,-1.676095852750461,2.8691243459920246,0.13570357990624093,391.80180621578717,524.0640246465548,395.72080224236885,523.2191335879902,-1,-1,0.092544053043981958,1.0935224800244583,0.10716717254615242,1.0903699014477246,-1.3731343283582089,-0.86567164179104472,-0.0073115597510852309,0.0015762892883668389,0.0073115597510852309,-0.0015762892883668389,0.099855612795067189,1.0919461907360914,238,275,506,274,367,231
22,880,379,34.692596435546875,-13.541891098022461,37.241899279580515,5.9920231118309664,376,34.637924194335938,-13.617818832397461,37.218688615325526,5.9414727458049983,3,0.0546722412109375,0.075927734375,0.093563212890256653,0.063549879721070762,3,0.0546722412109375,0.075927734375,0.093563212890256653,0.063549879721070762,376,34.637924194335938,-13.617818832397461,37.218688615325526,5.9414727458049983,0,0,0,0,0,0,0,0,0,0,0,0,3,0.82409825046249807,0.41444353809410472,0.922443154174451,1.8074302254397026,0.1763210100558581,1.8160102198005748,1.7458208069269574,0.064774444250815577,1.7470220429425309,1.5999260938503814,0.0038409733571974636,-2.383042705840039,0.31443556975613451,0.37498552795018281,-1.2650145331019462,395.66666666666663,522.66666666666663,395.24999999999989,522.5,-1,-1,0.10696517412935309,1.0883084577114426,0.1054104477611936,1.0876865671641791,-1.3731343283582089,-0.86567164179104472,0.0007773631840797407,0.00031094527363162427,-0.00077736318407975458,-0.00031094527363184632,0.10618781094527335,1.087997512437811,238,275,506,274,367,231
23,920,384,33.927139282226562,-49.500625610351562,60.011354889652289,65.697871395328235,381,33.833251953125,-49.562728881835938,60.009607830230074,65.704916397458675,3,0.0938873291015625,0.062103271484375,0.11256840984435681,0.13135837667173647,3,0.0938873291015625,0.062103271484375,0.11256840984435681,0.13135837667173647,381,33.833251953125,-49.562728881835938,60.009607830230074,65.704916397458675,0,0,0,0,0,0,0,0,0,0,0,0,3,0.8694138191889067,0.12522741637511103,0.87838618773784605,-1.2107865403147002,-0.70850421881539205,1.402847915594007,0.16666666666671404,0.875,0.89073159693467341,1.6130149601501966,-0.0039211371836188613,-1.113181011961589,0.06624253992395901,0.33909527978813225,0.012518465263372441,395.41666666666657,524.41666666666652,399.21244385622276,523.34868247649183,-1,-1,0.10603233830845736,1.0948383084577109,0.12019568603068195,1.0908532928227308,-1.3731343283582089,-0.86567164179104472,-0.0070816738611122892,0.0019925078174900523,0.0070816738611123031,-0.0019925078174900523,0.11311401216956965,1.0928458006402209,238,275,506,274,367,231
24,960,385,-9.062957763671875,-157.33180236816406,157.59261797381606,176.20571124075639,382,-9.82568359375,-156.84196472167969,157.14943829311355,175.83574223272629,3,0.762725830078125,-0.489837646484375,0.90647206894736498,1.6408230854978629,3,0.762725830078125,-0.489837646484375,0.90647206894736498,1.6408230854978629,382,-9.82568359375,-156.84196472167969,157.14943829311355,175.83574223272629,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.532013465260178,-1.3783747735325562,2.0608207767900208,-2.5,-0.45833333333325754,2.5416666666666532,-3.2728885947780668,-1.5910079049126011,3.6391078449700736,1.5920838194831437,-0.0065105456902546655,-2.2505576259921209,0.57933037163427425,0.40002245847692769,0.77014409774205128,393.24509358603723,521.24965822903584,395.58333333333331,524.25,-1,-1,0.097929453679243383,1.0830211127949099,0.10665422885572132,1.0942164179104477,-1.3731343283582089,-0.86567164179104472,-0.0043623875882389668,-0.0055976525577690062,0.0043623875882389668,0.0055976525577687841,0.10229184126748235,1.0886187653526789,238,275,506,274,367,231
25,1000,376,-118.93968200683594,-305.67184448242188,327.99683605969915,199.4455072243033,373,-123.15852355957031,-303.21182250976562,327.26966134224364,201.36316245115182,3,4.218841552734375,-2.46002197265625,4.8836801853755469,6.3680820901476904,3,4.218841552734375,-2.46002197265625,4.8836801853755469,6.3680820901476904,373,-123.15852355957031,-303.21182250976562,327.26966134224364,201.36316245115182,0,0,0,0,0,0,0,0,0,0,0,0,5,-0.018962124403742564,-3.9608802867165167,3.9609256756295514,3.6068518572841413,0.018963785657945209,3.6069017099944016,-0.48281417555176631,-1.7264370057723113,1.7926779585340462,1.5999938687696873,-0.009139715684475469,0.045479731306959426,1.4959272207879772,1.8793834752722347,-0.24217557592324029,390.41666666666657,523.5,392.66666666666663,520.16666666666663,-1,-1,0.087375621890546915,1.0914179104477613,0.095771144278606821,1.0789800995024874,-1.3731343283582089,-0.86567164179104472,-0.0041977611940299531,0.0062189054726369264,0.0041977611940299531,-0.0062189054726369264,0.091573383084576868,1.0851990049751243,238,275,506,274,367,231
26,1040,376,-207.72563171386719,-377.74285888671875,431.09118004296573,39.191586673423664,373,-207.72563171386719,-377.74285888671875,431.09118004296573,39.191586673423664,3,0,0,0,0,3,0,0,0,0,373,-207.72563171386719,-377.74285888671875,431.09118004296573,39.191586673423664,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.6289726577434465,-24.207742356800637,26.052483652366245,-20.904297866310003,-162.34476782599546,163.68510411689815,-11.224034501572817,-160.12390716810293,160.516804719231,1.5738043881141928,0.59646258919473549,0.74129681558383376,1.3625739896616953,-0.084328693369552912,0.62198097613506098,400.45879730060551,521.28758580035174,394.61770498222978,520.79712598845538,-1,-1,0.12484625858434892,1.0831626335834019,0.1030511379933947,1.0813325596584156,-1.3731343283582089,-0.86567164179104472,0.010897560295477116,0.00091503696249306543,-0.010897560295477102,-0.00091503696249328748,0.1139486982888718,1.0822475966209089,238,275,506,274,367,231
27,1080,375,-178.07327270507812,-361.13809204101562,402.6547056411016,123.92782561163324,375,-178.07327270507812,-361.13809204101562,402.6547056411016,123.92782561163324,12,0,0,0,0,12,0,0,0,0,363,-178.07327270507812,-361.13809204101562,402.6547056411016,123.92782561163324,0,0,0,0,0,0,0,0,0,0,0,0,7,-11.158471176075153,-22.13615681789242,24.789532421036608,-24.993190507124552,-161.09289193513354,163.02018097079278,-7.9712975132876238,-161.38235781766377,161.57910446228439,2.7929190471591583,0.60060443212477654,2.7706277106303498,1.1254459636081031,3.1233454275423567,-0.54408019922071305,348.60807093404657,198.81046434800908,370.218597663521,199.91885233046077,-1,-1,-0.068626600992363562,-0.12011020765668255,0.012009692774332073,-0.11597443160275833,-1.3731343283582089,-0.86567164179104472,-0.040318146883347818,-0.0020678880269621031,0.040318146883347818,0.0020678880269621169,-0.028308454109015745,-0.11804231962972045,238,275,506,274,367,231
28,1120,380,-76.682418823242188,-229.40292358398438,241.87991794579082,231.74571791780684,380,-76.682418823242188,-229.40292358398438,241.87991794579082,231.74571791780684,24,-3.3126983642578125,-8.9672279357910156,9.5595579032184954,8.5766726560254529,24,-3.3126983642578125,-8.9672279357910156,9.5595579032184954,8.5766726560254529,356,-73.369720458984375,-220.43571472167969,232.32524659426764,223.39996638515314,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.09996506054250176,-1.0684064216704741,1.0730728284678412,-1.3493790724269275,-0.60988792338366693,1.4808062534285154,-2.3869986684365472,0.25362709035935893,2.4004352405515972,2.7750132523637459,-0.0044976220017034496,2.9921887428000402,-0.077563518537245413,-1.1724890918109789,-0.20076281450550626,350.47241628635641,199.10180193008466,378.67510995565453,198.03241035312786,-1,-1,-0.06167008848374475,-0.11902312712654976,0.043563843118113933,-0.1230133942047468,-1.3731343283582089,-0.86567164179104472,-0.052616965800929338,0.001995133539098512,0.052616965800929338,-0.0019951335390985259,-0.0090531226828154086,-0.12101826066564828,238,275,506,274,367,231
29,1160,382,-6.8629150390625,-50.120670318603516,50.58835039828373,165.61076766574669,382,-6.8629150390625,-50.120670318603516,50.58835039828373,165.61076766574669,33,-2.3046112060546875,-5.5307102203369141,5.9916598995947723,10.606205840867435,33,-2.3046112060546875,-5.5307102203369141,5.9916598995947723,10.606205840867435,349,-4.5583038330078125,-44.589958190917969,44.822343817585292,155.00509481135944,0,0,0,0,0,0,0,0,0,0,0,0,7,10.481852747314036,26.397498314735849,28.402414585609737,-0.83243883698395393,120.01686290577862,120.01974977545063,6.3050956616943949,142.3219341219409,142.46152871394159,2.7839238031557514,-0.57454648313838341,2.615500673555859,-2.0130206751505488,2.7218197985313441,2.0627176679566173,345.90931278919271,197.59068850124174,365.4446003266479,200.42610651117948,-1,-1,-0.078696594070176457,-0.12466161006999349,-0.0058037301244481306,-0.11408169212246461,-1.3731343283582089,-0.86567164179104472,-0.036446431972864166,-0.0052899589737644415,0.036446431972864159,0.0052899589737644415,-0.042250162097312291,-0.11937165109622905,238,275,506,274,367,231
30,1200,393,6.34063720703125,63.811172485351562,64.125419407177972,61.042843908773449,391,6.34063720703125,63.811172485351562,64.125419407177972,61.042843908773449,1,0,0,0,0,1,0,0,0,0,391,6.34063720703125,63.811172485351562,64.125419407177972,61.042843908773449,1,0,0,0,0,1,0,0,0,0,0,0,1,10.723319402186235,26.346391932753079,28.445068937788498,-22.961391331924915,84.652857752121292,87.711640148264692,34.112230786817918,114.55944216890198,119.53037304092682,1.625920286086979,-0.59581682070408792,-1.0338526075010579,-0.31405382892515599,2.9529462441022556,-1.7888851076195644,348.8075386123885,439.13552774164191,391.28530127904332,482.67627859700963,-1,-1,-0.067882318610490683,0.77662510351358915,0.090616795817325832,0.93909059177988663,-1.3731343283582089,-0.86567164179104472,-0.07924955721390825,-0.081232744133148738,0.07924955721390825,0.081232744133148738,0.011367238603417575,0.85785784764673789,238,275,506,274,367,231
31,1240,395,-31.774856567382812,32.486137390136719,45.442167998551625,71.942306985879497,393,-7.010711669921875,126.97579193115234,127.1691857906705,60.768048441261428,1,-37.940780639648438,-60.0003662109375,70.989765325661779,7.4844270621740776,1,13.1766357421875,-34.489288330078125,36.920654639341869,16.555198032604409,393,-7.010711669921875,126.97579193115234,127.1691857906705,60.768048441261428,1,-37.940780639648438,-60.0003662109375,70.989765325661779,7.4844270621740776,1,13.1766357421875,-34.489288330078125,36.920654639341869,16.555198032604409,0,0,7,0.33957788613042794,-1.68549299976425,1.7193602859793815,-31.389215630485467,-54.04838142632309,62.502083106904685,51.403257327249548,-46.006001154345228,68.984396830479341,1.5922901617475755,-0.019356961498051217,1.9873930157055471,-0.17906282163343501,-0.85595041670778471,-0.057176368432618307,299.98653012534288,366.89640400548433,433.66906190028374,429.54499084898345,-1,-1,-0.25005026072633252,0.50707613434882215,0.24876515634434229,0.74083951809322179,-1.3731343283582089,-0.86567164179104472,-0.24940770853533739,-0.11688169187219977,0.24940770853533739,0.11688169187219988,-0.00064255219099511318,0.62395782622102192,238,275,506,274,367,231
32,1280,412,-1.4055633544921875,194.5211181640625,194.52619623110061,81.226366092712482,402,-1.4055633544921875,194.5211181640625,194.52619623110061,81.226366092712482,2,0,0,0,0,8,0,0,0,0,402,-1.4055633544921875,194.5211181640625,194.52619623110061,81.226366092712482,2,0,0,0,0,8,0,0,0,0,0,0,0,0.38477177864484702,0.34667281696373209,0.51791057496742465,-34.557119495940384,-22.16944210823516,41.05701732039352,40.569929103846903,-48.532699118979707,63.256162002326519,1.5872063630908766,-0.011616362663954938,-1.3919782507679279,-1.349708809625352,2.838593507237019,0.91142225246007291,286.02910735141757,331.03876488899573,494.09181593354242,390.66427628831917,-1,-1,-0.30213019644993444,0.37327897346640199,0.47422319378187472,0.59576222495641484,-1.3731343283582089,-0.86567164179104472,-0.38817669511590458,-0.11124162574500646,0.38817669511590458,0.1112416257450064,0.086046498665970139,0.48452059921140844,238,275,506,274,367,231
33,1320,417,119.07349395751953,-28.992542266845703,122.55229279922214,46.841517500073977,400,19.109817504882812,256.13027954101562,256.8421796022389,39.623470480536838,5,-5.8804702758789062,-11.855239868164062,13.233542345011104,51.326769025165611,12,105.84414672851562,-273.26754760742188,293.04971587098004,36.724230459417392,400,19.109817504882812,256.13027954101562,256.8421796022389,39.623470480536838,5,-5.8804702758789062,-11.855239868164062,13.233542345011104,51.326769025165611,12,105.84414672851562,-273.26754760742188,293.04971587098004,36.724230459417392,0,0,1,-0.31946391701094967,-0.27747732119627244,0.42314401573251426,-28.656470707124498,-23.504540521680326,37.062875475650792,20.668485521504351,-52.146268164389284,56.092954791355339,1.5690574364196657,0.078090256776004785,-0.71202460354515684,-0.68958117989661549,0.96689408821236111,-0.84910071096749362,230.87229113346211,322.55751978901401,514.80892010797754,332.47959261102403,-1,-1,-0.50793921218857419,0.34163253652617165,0.55152582129842365,0.37865519630979116,-1.3731343283582089,-0.86567164179104472,-0.52973251674349897,-0.018511329891809758,0.52973251674349897,0.018511329891809758,0.021793304554924731,0.36014386641798141,238,275,506,274,367,231
34,1360,438,114.01950073242188,-184.50350952148438,216.89165860635404,99.571119874337654,408,21.632644653320312,272.226806640625,273.0849786576498,16.645252465517853,13,3.815765380859375,-137.33860778808594,137.39160547359313,152.70644734721657,17,88.571075439453125,-319.39178466796875,331.44524060226212,83.664424737853551,408,21.632644653320312,272.226806640625,273.0849786576498,16.645252465517853,13,3.815765380859375,-137.33860778808594,137.39160547359313,152.70644734721657,17,88.571075439453125,-319.39178466796875,331.44524060226212,83.664424737853551,261,0,0,-0.68941028100758217,-2.2022947883214314,2.3076804090312617,-4.2693272095828547,-36.763320271449444,37.01038870646525,11.072238139281978,-40.396547006276464,41.886459237363027,1.7433868766428862,0.12760834421208889,-2.7711406105611589,1.3564400309865723,1.1403920853020317,0.96586616919766055,228.71616593716857,284.02968384563508,535.42878697655112,286.37173995954061,-1,-1,-0.51598445545832627,0.19787195464789206,0.62846562304683251,0.20661096999828585,-1.3731343283582089,-0.86567164179104472,-0.57222503925257939,-0.0043695076751968931,0.57222503925257939,0.0043695076751968931,0.056240583794253118,0.20224146232308896,238,275,506,274,367,231
35,1400,469,30.882537841796875,-376.8499755859375,378.11325716334215,94.643633104584211,407,94.737937927246094,196.52798461914062,218.1708633644005,91.74465023170724,33,-140.08078002929688,-270.45770263671875,304.58167024485903,82.754802390602933,29,76.225372314453125,-302.92022705078125,312.36352434459093,126.31761642290653,407,94.737937927246094,196.52798461914062,218.1708633644005,91.74465023170724,33,-140.08078002929688,-270.45770263671875,304.58167024485903,82.754802390602933,29,76.225372314453125,-302.92022705078125,312.36352434459093,126.31761642290653,0,390,0,0.47459651306101591,1.3751944957597004,1.4547858094501236,-7.8975603603961559,-28.195381491600642,29.280556639227282,4.5349341081510488,-32.835765324385193,33.147445026779494,1.8242741248438434,-0.050283803293505236,2.0008554584279876,1.6847328849006977,2.8986264266076822,0.99443755611852269,222.3336367142964,249.03087924611512,536.9533963865415,251.6864985984711,-1,-1,-0.53979986300635674,0.067279400172071346,0.63415446412888621,0.077188427606235455,-1.3731343283582089,-0.86567164179104472,-0.58697716356762153,-0.0049545137170820541,0.58697716356762153,0.0049545137170820541,0.047177300561264734,0.072233913889153401,238,275,506,274,367,231
36,1440,503,-72.675865173339844,-977.29058837890625,979.98912009913772,299.79431042653431,414,36.818374633789062,162.50086975097656,166.61970285802903,44.560439744035129,47,-191.051513671875,-633.9871826171875,662.1483433485231,344.65652088033414,42,81.557281494140625,-505.80419921875,512.33726988384853,134.40255899298114,414,36.818374633789062,162.50086975097656,166.61970285802903,44.560439744035129,47,-191.051513671875,-633.9871826171875,662.1483433485231,344.65652088033414,42,81.557281494140625,-505.80419921875,512.33726988384853,134.40255899298114,0,0,0,0.45979551370245986,0.70474974980458427,0.84147734626104653,-8.0749655105497595,-20.816929933659523,22.328225183821889,12.027005755033997,-29.797059788956474,32.132750263528138,1.6428192700558757,-0.10988055731366098,0.59832515924023644,0.19069923942145794,3.1292671975390771,-0.62707852913216033,212.92104521637626,227.63892086243379,544.49865519285322,220.70020931077022,-1,-1,-0.57492147307322294,-0.01254134006554555,0.66230841489870607,-0.038432054810558884,-1.3731343283582089,-0.86567164179104472,-0.6186149439859645,0.012945357372506665,0.6186149439859645,-0.012945357372506669,0.043693470912741561,-0.025486697438052215,238,275,506,274,367,231
37,1480,516,-30.722602844238281,-1135.0693359375,1135.4850398447009,398.66345913936783,409,-18.464691162109375,160.40032958984375,161.45962514586296,107.10055705336819,57,36.075950622558594,-624.69189453125,625.7327203418115,301.77155638250531,50,-48.3338623046875,-670.77783203125,672.51696052206171,239.72351340073223,409,-18.464691162109375,160.40032958984375,161.45962514586296,107.10055705336819,57,36.075950622558594,-624.69189453125,625.7327203418115,301.77155638250531,50,-48.3338623046875,-670.77783203125,672.51696052206171,239.72351340073223,0,0,0,-0.32691492740548256,-0.83217340994144706,0.89408386294245779,-7.9880618702673445,-12.6120061932792,14.92889254641924,7.713908862957112,-23.824301403812939,25.041999267744806,1.6045130102165215,-0.0033362087881897429,2.3822539372709035,-1.8381346608473828,1.6444693683433615,-2.2007152079214687,206.18370569319688,207.39701937879607,561.00740789660949,192.09237902055816,-1,-1,-0.60006079965225045,-0.088070823213447488,0.7239082384201847,-0.14517769022179791,-1.3731343283582089,-0.86567164179104472,-0.66198451903621758,0.028553433504175205,0.66198451903621758,-0.028553433504175219,0.061923719383967124,-0.11662425671762269,238,275,506,274,367,231
38,1520,537,-5.2815017700195312,-1069.3084716796875,1069.3215147311382,321.28223573327506,411,-76.814743041992188,194.27163696289062,208.90661472736679,37.762636745373626,67,294.9677734375,-601.494140625,669.92625607068396,263.99700533299495,59,-223.43450927734375,-662.0858154296875,698.77078282452658,209.81381841228412,411,-76.814743041992188,194.27163696289062,208.90661472736679,37.762636745373626,67,294.9677734375,-601.494140625,669.92625607068396,263.99700533299495,59,-223.43450927734375,-662.0858154296875,698.77078282452658,209.81381841228412,41,0,0,0.22479518460446002,0.59747318126864002,0.63836281012964913,1.4806060696425476,-8.6241613131634551,8.750334432976123,-2.5802281960988012,-14.440411802738296,14.669119625137929,1.6361468524794962,0.01557972605324176,-3.077944162454529,0.32267211002449714,-1.2721632183038603,-1.731444566388419,196.94492147584157,202.41490847587539,559.92647291876744,173.05160650314434,-1,-1,-0.63453387509014336,-0.10666078926912166,0.71987489895062473,-0.21622534886886438,-1.3731343283582089,-0.86567164179104472,-0.6772043870203841,0.054782279799871367,0.6772043870203841,-0.054782279799871353,0.042670511930240684,-0.16144306906899303,238,275,506,274,367,231
39,1560,554,46.748672485351562,-1087.55712890625,1088.561411686979,224.27056807933889,412,-80.624603271484375,223.40817260742188,237.51113287690717,25.441446061515379,74,557.98443603515625,-630.0645751953125,841.62224291752239,158.6385034927402,68,-430.61114501953125,-680.90057373046875,805.63735608616935,171.88283842041943,412,-80.624603271484375,223.40817260742188,237.51113287690717,25.441446061515379,74,557.98443603515625,-630.0645751953125,841.62224291752239,158.6385034927402,68,-430.61114501953125,-680.90057373046875,805.63735608616935,171.88283842041943,0,0,3,-0.20329864658893371,-2.7081874665287273,2.7158073741648501,8.9442059287458733,-11.207454237937696,14.338962660920785,-5.4870202008806359,-9.5285012464901229,10.995441177562453,1.635672462323005,-0.0099641638122114351,3.0275981573198978,2.9101444164057622,-1.8184197644334765,1.5250577539061785,209.14491783248198,190.14869675246916,555.84695150441189,163.21155541508156,-1,-1,-0.58901150062506724,-0.1524302359982494,0.70465280412093989,-0.25294195740641207,-1.3731343283582089,-0.86567164179104472,-0.64683215237300362,0.050255860704081334,0.64683215237300362,-0.050255860704081334,0.057820651747936325,-0.20268609670233073,238,275,506,274,367,231
40,1600,565,40.335647583007812,-1086.5123291015625,1087.2607809332785,132.18774924176293,416,-72.440048217773438,230.20053100585938,241.32932905300376,17.215360412945984,79,768.6727294921875,-634.41925048828125,996.66722152134719,143.56380457158886,70,-655.8968505859375,-682.2935791015625,946.42760245661248,183.96304494010968,416,-72.440048217773438,230.20053100585938,241.32932905300376,17.215360412945984,79,768.6727294921875,-634.41925048828125,996.66722152134719,143.56380457158886,70,-655.8968505859375,-682.2935791015625,946.42760245661248,183.96304494010968,0,0,2,-1.0430576234258808,-2.3704222203100187,2.5897626741318063,4.2608744170923387,-9.0326817095678962,9.9872113056946183,-13.645248702654158,-10.467592724594297,17.197770483561655,1.6162185248550733,-0.026944342042128144,2.7423446703569949,-0.1491688364123811,1.7779522895084967,0.97155149708380173,214.83333333333331,180,548.95243251700617,153.9946040101641,-1,-1,-0.56778606965174139,-0.19029850746268656,0.67892698700375431,-0.28733356712625335,-1.3731343283582089,-0.86567164179104472,-0.62335652832774779,0.048517529831783396,0.62335652832774779,-0.048517529831783396,0.055570458676006462,-0.23881603729446996,238,275,506,274,367,231
